ID;time;temperature_2m (・・C);relative_humidity_2m (%);dew_point_2m (・・C);apparent_temperature (・・C);precipitation (mm);pressure_msl (hPa);surface_pressure (hPa);cloud_cover (%);cloud_cover_low (%);cloud_cover_mid (%);cloud_cover_high (%);vapour_pressure_deficit (kPa);wind_speed_10m (km/h);wind_speed_100m (km/h);wind_direction_10m (・・);wind_direction_100m (・・);wind_gusts_10m (km/h);soil_temperature_0_to_7cm (・・C);soil_temperature_7_to_28cm (・・C);soil_temperature_28_to_100cm (・・C);soil_temperature_100_to_255cm (・・C);soil_moisture_0_to_7cm (m?/m?);soil_moisture_7_to_28cm (m?/m?);soil_moisture_28_to_100cm (m?/m?);soil_moisture_100_to_255cm (m?/m?);shortwave_radiation (W/m?);direct_radiation (W/m?);diffuse_radiation (W/m?);direct_normal_irradiance (W/m?);global_tilted_irradiance (W/m?);terrestrial_radiation (W/m?);is_day ();sunshine_duration (s);electricity_shutdown
6797;2022-10-11T04:00;23;96;22,4;27,9;0,1;1011,7;987,5;100;100;#N/A;65;0,1;2,3;1,6;18;#N/A;5,8;23,4;24,5;24,9;25;0,306;0,323;0,327;0,302;0;0;0;0;0;0;0;0;0
6798;2022-10-11T05:00;#N/A;97;22,6;28,1;0,1;1012,2;988;100;100;6;92;0,08;1,9;3;68;76;5;23,5;24,4;24,9;25;0,305;0,322;#N/A;0,302;0;0;0;0;0;0;0;0;0
6799;2022-10-11T06:00;23,3;#N/A;22,4;27,9;0,1;1012,8;988,6;100;100;10;100;0,15;#N/A;5,7;103;108;9,7;23,5;24,4;24,9;25;0,304;0,32;0,327;0,302;10;0;10;0;10;102,8;1;0;0
6800;2022-10-11T07:00;#N/A;95;23;29,1;#N/A;1013,5;#N/A;100;100;#N/A;93;0,16;#N/A;2,3;360;18;11,9;24,3;24,2;24,9;25;0,305;0,321;0,325;0,302;86;4;82;13,8;86;396,7;1;0;0
6801;2022-10-11T08:00;25,2;91;23,7;31;0,1;1013,8;#N/A;61;36;1;92;0,28;0,7;0,8;180;153;#N/A;25,6;24,3;24,9;25;0,304;0,32;0,325;0,302;335;165;170;315,1;335;718,8;1;3600;#N/A
6802;2022-10-11T09:00;26,4;85;23,7;31,7;0,1;1013,7;989,8;100;100;#N/A;100;0,52;6,1;7,5;152;#N/A;#N/A;26,9;24,5;24,9;25;0,302;0,318;0,325;0,302;590;368;222;508,5;590;993,3;1;3600;0
6803;2022-10-11T10:00;27,4;78;23,2;32;#N/A;1013,1;989,3;100;100;#N/A;100;#N/A;7,1;8,7;156;150;#N/A;27,4;24,8;24,9;25;0,3;0,317;0,325;0,302;483;169;314;193;483;#N/A;1;3600;0
6804;2022-10-11T11:00;23,5;91;22;26,9;6,5;1013,5;989,3;#N/A;#N/A;8;100;0,25;10,2;14;141;145;#N/A;26,4;25;24,9;25;0,369;0,32;0,325;0,303;265;3;262;3,1;265;1329,6;1;0;0
6805;2022-10-11T12:00;25,3;85;22,6;30,3;1,6;1011,8;987,8;#N/A;15;#N/A;100;0,49;3,2;4,3;27;24;23;26,9;25,1;24,9;25;0,348;0,331;0,325;0,303;573;191;382;191,6;573;1368,4;1;#N/A;0
6806;2022-10-11T13:00;#N/A;83;22,9;31,3;0,3;1011,1;987,2;100;90;#N/A;100;0,57;1,3;1,6;56;63;13,3;27,7;25,3;24,9;25;0,337;0,333;0,325;0,303;556;172;384;179,5;556;1315,5;1;#N/A;#N/A
6807;2022-10-11T14:00;#N/A;83;23;30,6;0,2;1010,4;#N/A;#N/A;#N/A;3;100;0,58;7,2;8,3;183;180;18,7;27,5;25,5;24,9;25;0,33;0,332;0,325;0,303;348;64;284;74,8;348;#N/A;1;444,21;0
6808;2022-10-11T15:00;#N/A;86;23;29,9;#N/A;1010,3;986,4;100;100;6;100;0,47;8;10,1;190;186;21,2;27,1;25,6;24,9;25;0,325;0,331;0,325;0,303;278;31;247;44,6;278;954,8;1;0;0
6809;2022-10-11T16:00;#N/A;88;22,5;29;1,1;1010,1;986,1;80;33;34;100;0,38;6,2;7,6;187;185;20,5;26,4;25,7;24,9;25;0,328;0,331;0,325;0,303;191;7;184;14,3;191;671,6;1;0;0
6810;2022-10-11T17:00;#N/A;87;22,1;29;0,2;1010,7;986,7;98;54;32;100;0,41;3,3;4,8;193;193;14,4;25,7;25,7;24,9;25;0,324;0,33;0,325;0,303;104;19;85;75,8;104;344,3;1;472,98;1
6811;2022-10-11T18:00;24;94;23;29,2;0,2;1011,3;987,2;#N/A;50;#N/A;100;0,17;1,6;0,8;333;243;7,9;25;25,7;24,9;25;0,322;0,33;0,325;0,303;11;1;10;10,1;11;75,8;0;0;0
6812;2022-10-11T19:00;23,8;94;22,7;28,9;#N/A;1011,6;#N/A;65;#N/A;#N/A;100;0,18;1,8;1,1;#N/A;288;2,5;24,7;25,5;24,9;25;0,325;0,33;0,312;0,303;0;0;0;0;0;0;0;0;#N/A
6813;2022-10-11T20:00;#N/A;96;22,3;27,4;#N/A;1012;987,8;#N/A;29;0;100;0,13;#N/A;3,3;343;319;5,8;24,2;25,4;24,9;25;0,32;0,329;0,313;0,303;0;0;0;0;0;0;0;0;0
6814;2022-10-11T21:00;22,8;94;21,8;26,9;#N/A;1012,2;988;#N/A;19;1;100;0,16;5,2;4,1;335;315;6,1;23,8;25,2;24,9;25;0,316;0,328;0,313;0,303;0;0;0;0;0;0;0;#N/A;0
6815;2022-10-11T22:00;22,7;#N/A;21,4;26,6;0;1012,7;988,5;#N/A;13;1;100;0,21;4,5;3,1;331;315;6,1;23,4;25,1;24,9;25;0,313;0,327;0,313;0,303;0;0;0;0;0;0;0;0;0
6816;2022-10-11T23:00;23,2;89;21,3;27,3;#N/A;1012,5;988,3;45;13;#N/A;100;0,31;#N/A;1,3;319;304;5,4;23,1;24,9;24,9;25;0,31;0,326;0,314;0,303;0;0;0;0;0;0;0;0;0
6817;2022-10-12T00:00;23;89;21,2;27;0;1012,1;987,9;46;15;5;100;0,3;3,6;1,1;315;288;4,7;22,8;24,7;24,9;25;0,308;0,324;0,314;0,303;0;0;0;0;0;0;0;0;0
6818;2022-10-12T01:00;23,3;88;21,2;27,4;0;1011,6;987,5;59;30;3;100;0,34;2,5;0,5;315;225;4,3;22,6;24,6;24,9;25;0,306;0,323;0,314;0,303;0;0;0;0;0;0;0;0;0
6819;2022-10-12T02:00;22,5;92;21,1;26,5;0;1011,2;987;55;#N/A;1;100;0,22;2,9;0,8;330;333;3,6;22,3;24,4;24,9;25;0,304;0,322;0,314;0,303;0;0;0;0;0;0;0;0;0
6820;2022-10-12T03:00;#N/A;86;21,3;27,8;0;1010,9;986,8;#N/A;100;1;100;0,4;#N/A;3,7;304;241;3,6;22,2;24,2;24,9;25;0,303;0,321;0,314;0,303;0;0;0;0;0;0;0;0;0
6821;2022-10-12T04:00;#N/A;90;21,4;27,2;0;1011,5;987,4;100;100;8;100;0,3;4,4;6,5;235;236;5,8;22;24;24,9;25;0,302;0,32;0,314;0,303;0;0;0;0;0;0;0;0;#N/A
6822;2022-10-12T05:00;#N/A;93;21,2;26,6;0,5;1012,2;988;#N/A;100;51;100;0,2;#N/A;3;113;166;9;22;23,9;24,9;25;0,308;0,319;#N/A;0,304;0;0;0;0;0;0;0;0;0
6823;2022-10-12T06:00;#N/A;90;21,4;27,3;0,2;1012,7;988,5;100;#N/A;19;100;0,27;2;3,7;45;61;9;22,5;23,8;24,9;25;0,308;0,318;0,315;0,304;14;0;14;0;14;104,1;1;0;0
6824;2022-10-12T07:00;#N/A;100;22,1;26,1;0,2;1013,4;989,1;97;33;62;100;0,01;#N/A;10,6;122;114;12,6;22,9;23,7;24,9;25;0,317;0,318;0,313;0,304;102;22;80;75,7;102;399,2;1;470,36;0
6825;2022-10-12T08:00;23,2;94;22,2;27,8;0,3;1013,6;989,4;#N/A;24;5;100;0,17;3,4;4,3;198;180;14;23,7;23,7;24,9;25;0,316;0,318;0,314;0,304;209;33;176;62,9;209;721;1;85,62;0
6826;2022-10-12T09:00;24,3;91;22,7;29,5;0,1;1013,6;989,5;94;#N/A;12;100;0,29;#N/A;1,5;162;135;13,3;25,1;23,8;24,9;25;0,313;0,317;#N/A;0,304;403;129;274;178;403;995,3;1;3540,12;0
6827;2022-10-12T10:00;#N/A;84;23;30,6;0;1013;989;100;100;9;100;#N/A;5,8;7,2;173;162;20,5;26,3;24;24,9;25;0,309;0,316;0,314;0,304;522;188;334;214,6;522;#N/A;1;3600;0
6828;2022-10-12T11:00;#N/A;86;22,2;28,4;1,4;1012,6;988,6;100;58;#N/A;100;0,43;#N/A;12,3;#N/A;#N/A;#N/A;26,1;24,2;24,9;25;0,318;0,316;0,314;0,304;339;28;311;28,9;339;1330,8;1;0;0
6829;2022-10-12T12:00;#N/A;79;23,4;33,2;0,5;1011,5;987,7;100;#N/A;2;97;0,76;9,6;11,4;193;191;22,7;27,6;24,5;24,9;25;0,317;0,316;#N/A;0,304;803;522;281;523,6;803;1369,2;1;3600;#N/A
6830;2022-10-12T13:00;24,3;89;22,3;28,5;4,2;1011,3;987,3;92;23;69;99;0,34;6,4;9,7;128;135;#N/A;26,7;24,7;24,9;25;0,351;0,32;0,314;0,304;388;135;253;140,9;388;1315,9;1;2426,98;0
6831;2022-10-12T14:00;26,1;84;23,2;30,8;#N/A;1010,4;986,5;100;100;#N/A;100;0,55;6,2;7,7;190;191;19,4;27;24,9;24,9;25;0,337;0,324;0,314;0,304;437;153;284;178,9;437;1174,6;1;3567,35;0
6832;2022-10-12T15:00;25,2;82;21,9;28,3;5;1010,1;986,2;#N/A;55;36;100;0,58;12,7;18,4;145;#N/A;#N/A;26,2;25,1;24,9;25;0,376;0,33;0,314;0,304;227;8;219;11,5;227;954,7;1;0;0
6833;2022-10-12T16:00;#N/A;82;21,9;28,7;0,7;1009,9;986;#N/A;19;61;100;0,57;8,7;12,2;150;152;#N/A;25,5;25,1;24,9;25;0,35;0,338;0,314;0,304;155;16;139;32,7;155;#N/A;1;0;#N/A
6834;2022-10-12T17:00;24,1;90;22,3;28,7;#N/A;1010,5;986,5;100;99;#N/A;100;0,31;4,1;7,4;165;157;18;24,9;25,1;24,9;25;0,359;0,342;0,315;0,304;91;20;71;79,9;91;344;1;595,79;0
6835;2022-10-12T18:00;#N/A;86;21,8;29,1;0,3;1011,2;987,2;90;37;44;100;0,43;0,5;3,1;315;144;7,6;24,4;25,1;24,9;25;0,345;0,344;0,316;0,304;7;0;7;0;7;75,6;0;0;#N/A
6836;2022-10-12T19:00;#N/A;81;21,5;29,5;0;1011,7;987,7;#N/A;32;#N/A;100;0,59;0,5;4,2;225;149;2,5;24,8;24,9;24,9;25;0,332;0,346;0,319;0,304;0;0;0;0;0;0;0;0;0
6837;2022-10-12T20:00;#N/A;83;21,6;29,2;0;1012,3;#N/A;71;29;#N/A;97;#N/A;2;2,9;225;#N/A;#N/A;24,3;24,9;24,9;25;0,326;0,343;0,32;0,304;0;0;0;0;0;0;0;0;0
6838;2022-10-12T21:00;24,4;85;21,7;29;0;1012,7;988,6;52;23;3;100;0,45;1,1;2,4;#N/A;117;3,2;23,7;24,8;24,9;25;0,322;0,341;#N/A;0,304;0;0;0;0;0;#N/A;0;0;0
6839;2022-10-12T22:00;23,7;89;21,7;28,1;0;1013,1;989;50;21;11;81;0,33;2,3;3,4;18;72;2,5;23,3;24,7;24,9;25;0,319;0,338;0,321;0,305;0;0;0;0;0;0;0;0;0
6840;2022-10-12T23:00;24,3;84;21,4;28,6;0,1;1012,8;988,7;28;13;15;23;0,48;#N/A;3;81;104;3,2;23;24,5;24,9;25;0,316;0,336;0,322;0,305;0;0;0;0;0;#N/A;0;0;0
6841;2022-10-13T00:00;#N/A;93;21,4;26,6;0,1;1012,7;988,5;51;30;34;12;0,2;4,9;4,4;197;189;5;22,8;24,4;24,9;25;0,315;0,334;0,322;0,305;0;0;0;0;0;#N/A;0;0;0
6842;2022-10-13T01:00;#N/A;#N/A;21,4;26,2;#N/A;1012,1;987,9;#N/A;86;100;48;#N/A;3,3;5,6;276;255;8,6;22,7;24,3;24,9;25;0,318;0,333;0,322;0,305;0;0;0;0;0;0;0;0;0
6843;2022-10-13T02:00;#N/A;#N/A;21,5;26,5;0,2;1011,7;987,5;#N/A;100;70;40;0,1;2,1;5,5;301;247;5,4;22,7;24,1;24,8;25;0,318;0,331;0,323;0,305;0;0;0;0;0;0;0;0;0
6844;2022-10-13T03:00;22,2;95;21,4;26,4;0,1;1011,5;987,3;100;#N/A;39;97;#N/A;3,1;7;225;201;6,1;22,7;24;24,8;25;0,316;0,33;0,323;0,305;0;0;0;0;0;0;0;0;0
6845;2022-10-13T04:00;#N/A;95;21,1;26,2;#N/A;1011,6;987,4;100;100;47;98;0,14;1,6;4,7;297;157;5,8;22,5;23,9;24,8;25;0,314;0,329;0,323;0,305;0;0;0;0;0;0;0;0;0
6846;2022-10-13T05:00;22,1;96;21,5;26,5;0,1;1011,8;987,6;#N/A;57;#N/A;84;0,1;1,6;5;63;120;2,5;22,6;23,8;24,8;25;0,313;0,328;0,323;0,305;0;0;0;0;0;0;0;0;0
6847;2022-10-13T06:00;22,6;92;21,2;26,8;0;1012,2;988;72;32;#N/A;97;0,22;1,5;3,9;45;112;3,2;22,6;23,7;24,8;25;0,31;0,327;0,323;0,305;20;7;13;58,2;20;105,4;1;0;0
6848;2022-10-13T07:00;#N/A;89;21,9;28,4;0;1012,6;988,5;54;15;18;99;0,31;1,8;3,3;101;96;9,4;23,2;23,8;24,8;25;0,314;0,326;0,323;0,305;149;67;82;229,2;149;401,7;1;3600;0
6849;2022-10-13T08:00;24,7;#N/A;22,1;28,9;0,1;1013,2;989,1;80;#N/A;17;99;0,46;5,5;6,6;157;151;15,1;24,4;23,8;24,8;25;0,311;0,325;0,323;0,305;301;143;158;271,7;301;723,2;1;3600;#N/A
6850;2022-10-13T09:00;25,7;81;22,2;29,7;0,3;1012,8;988,8;#N/A;24;47;100;0,63;#N/A;9,2;#N/A;#N/A;19,4;25,7;23,9;24,8;25;0,31;0,324;0,323;0,305;530;363;167;500,2;530;997,1;1;3600;0
6851;2022-10-13T10:00;#N/A;79;22,8;31,8;0,3;1012;988,1;54;38;21;25;0,75;9;11,2;180;178;#N/A;26,9;24,2;24,8;25;0,309;0,323;0,322;0,306;716;517;199;589,7;716;1204,8;1;3600;0
6852;2022-10-13T11:00;#N/A;76;22,9;32,8;0,1;1011,2;#N/A;100;100;#N/A;3;0,89;11,2;13,7;180;177;26,3;27,9;24,5;24,8;25;0,305;0,321;0,322;0,306;795;527;268;543,7;795;#N/A;1;3600;0
6853;2022-10-13T12:00;27,3;76;22,7;31,5;0,1;1010,4;986,6;#N/A;100;14;62;0,87;11,9;14,4;183;181;26,6;28,2;24,8;24,8;25;0,302;0,319;0,322;0,306;647;185;462;185,6;647;1370;1;3600;#N/A
6854;2022-10-13T13:00;#N/A;85;22,9;29,8;5,1;1009,9;986;#N/A;#N/A;#N/A;100;0,48;7,7;10,2;191;190;27,4;27,3;25,1;24,8;25;0,347;0,324;#N/A;0,306;399;123;276;128,4;399;1316,4;1;2052,19;0
6855;2022-10-13T14:00;24;89;22,1;27,5;4,5;1009,4;#N/A;100;#N/A;53;93;0,32;9,8;13,5;188;189;23;26,4;25,2;24,8;25;0,367;0,334;0,322;0,306;262;25;237;29,2;262;1174,7;1;0;0
6856;2022-10-13T15:00;#N/A;91;22,9;28,7;1;1008,9;984,9;#N/A;#N/A;100;97;0,29;#N/A;12,5;189;192;19,8;26;25,3;24,8;25;0,351;0,34;0,322;0,306;259;35;224;50,4;259;954,6;1;0;0
6857;2022-10-13T16:00;#N/A;90;22,4;27,8;3,2;1009;985;100;100;72;98;0,3;10,4;15,1;#N/A;177;20,9;25,3;25,3;24,8;25;0,364;0,346;0,323;0,306;127;11;116;22,5;127;671,2;1;0;0
6858;2022-10-13T17:00;23,7;94;22,6;27,7;1,6;1009,5;985,4;100;#N/A;100;99;0,19;8,8;14,9;171;173;#N/A;24,7;25,3;24,8;25;0,36;0,35;0,324;0,306;35;0;35;0;35;343,8;1;#N/A;0
6859;2022-10-13T18:00;23,4;94;22,5;27,8;1,5;1010,6;986,5;100;100;100;93;0,16;#N/A;11,8;145;157;#N/A;24,2;25,2;24,8;25;0,358;0,352;#N/A;0,306;2;0;2;0;2;75,5;0;0;0
6860;2022-10-13T19:00;23,7;93;22,6;28,5;0,7;1011;986,9;100;100;99;100;0,2;3,7;10,2;169;170;10,1;24,9;25;24,8;25;0,33;0,326;0,318;0,306;0;0;0;0;0;0;0;0;0
6861;2022-10-13T20:00;#N/A;92;22,4;28,5;0,2;1011,5;987,4;100;#N/A;45;99;0,22;2,7;7,8;157;167;8,3;24,4;25;24,8;25;0,327;0,327;0,318;0,306;0;0;0;0;0;#N/A;0;0;0
6862;2022-10-13T21:00;24,2;87;21,8;28,7;0,3;1011,9;987,8;#N/A;100;27;100;0,4;2,1;5,1;121;172;5,8;24,1;24,9;24,8;25;0,325;0,326;0,318;0,306;0;0;0;0;0;0;0;0;0
6863;2022-10-13T22:00;#N/A;87;21,7;28,4;0,2;1012,1;988;100;100;32;100;0,38;2,3;4,7;309;#N/A;3,2;23,7;24,8;24,8;25;0,323;0,326;0,319;0,306;0;0;0;0;0;0;0;0;0
6864;2022-10-13T23:00;23,4;94;22,3;28,1;0,4;1012;987,9;#N/A;100;#N/A;78;0,19;#N/A;6,1;283;225;4,3;23,7;24,7;24,8;25;0,324;0,326;0,319;0,306;0;0;0;0;0;0;0;0;0
6865;2022-10-14T00:00;23,5;91;22;27,8;0,4;1011,5;987,4;100;100;#N/A;5;0,25;3,9;10;214;193;6,5;23,6;24,6;24,8;25;0,325;0,326;0,319;0,306;0;0;0;0;0;0;0;0;#N/A
6866;2022-10-14T01:00;#N/A;94;22;27,2;#N/A;1011;986,9;#N/A;100;48;58;0,17;5,3;11;208;191;#N/A;23,5;24,5;24,8;25;0,324;0,325;0,319;0,307;0;0;0;0;0;0;0;0;0
6867;2022-10-14T02:00;#N/A;94;22;27,3;0,2;1010,6;986,5;#N/A;100;#N/A;100;0,16;4,2;10,7;200;192;9,4;23,3;24,4;24,8;25;0,321;0,325;0,319;0,307;0;0;0;0;0;0;0;0;0
6868;2022-10-14T03:00;22,7;95;21,9;26,9;0,2;1010,3;986,1;100;100;45;100;#N/A;4,3;11,2;180;182;7,9;23,2;24,3;24,8;25;0,319;0,325;0,319;0,307;0;0;0;0;0;0;0;0;0
6869;2022-10-14T04:00;22,7;#N/A;21,8;26,9;#N/A;1010,1;986;#N/A;100;39;100;0,15;4,3;10,5;180;#N/A;8,3;23,1;24,2;24,8;25;0,318;0,324;#N/A;0,307;0;0;0;0;0;0;0;0;0
6870;2022-10-14T05:00;22,6;96;21,9;27,2;0,3;1010,4;986,2;#N/A;100;20;100;0,12;2,3;7;219;192;7,9;23;24,2;24,8;25;0,317;0,324;0,319;0,307;0;0;0;0;0;0;0;0;0
6871;2022-10-14T06:00;#N/A;93;21,7;27;#N/A;1010,7;986,6;100;#N/A;25;100;#N/A;4,7;9,1;176;173;#N/A;23,1;24,1;24,8;25;0,316;0,323;0,319;0,307;16;3;13;24,8;16;106,6;1;#N/A;#N/A
6872;2022-10-14T07:00;24;#N/A;22,3;28,3;0,2;1011,3;987,2;#N/A;92;3;79;0,3;5,7;8;145;144;#N/A;23,8;24;24,8;25;0,311;0,321;0,318;0,307;99;17;82;57,8;99;404;1;0;0
6873;2022-10-14T08:00;24,8;#N/A;22,4;29,2;#N/A;1011,5;#N/A;71;33;23;92;0,42;5,7;7,2;145;143;16,6;24,8;24,1;24,8;25;0,309;0,32;0,318;0,307;316;198;118;375,3;316;725,4;1;3600;#N/A
6874;2022-10-14T09:00;25,7;#N/A;22,7;30,2;#N/A;1011,5;987,6;70;31;21;97;0,55;5,5;6,8;169;162;16,9;25,9;24,2;24,8;25;0,306;0,319;#N/A;0,307;473;322;151;443,2;473;999;1;3600;0
6875;2022-10-14T10:00;26,6;81;23,1;31,9;#N/A;1011,1;987,2;40;31;20;2;0,66;8,3;10,5;175;172;22;27,2;24,4;24,8;25;0,303;0,318;#N/A;0,307;699;422;277;481;699;1206,2;1;3600;0
6876;2022-10-14T11:00;27,2;78;23;32,8;0;1010,1;986,3;29;#N/A;13;0;0,8;10,9;13,8;174;174;#N/A;28,2;24,7;24,8;25;0,299;0,316;0,317;0,307;848;619;229;638,5;848;#N/A;1;3600;0
6877;2022-10-14T12:00;27,6;75;22,8;33,4;0,1;1009,3;985,6;#N/A;26;11;0;0,91;#N/A;12,1;193;192;26,6;29;25,1;24,8;25;0,296;0,314;0,317;0,307;865;642;223;644;865;1370,7;1;3600;0
6878;2022-10-14T13:00;27;75;22,3;31;#N/A;1008,3;984,5;88;55;65;0;0,88;11,4;14,5;198;199;26,3;28,8;25,4;24,8;25;0,297;0,312;0,317;0,307;640;348;292;363,4;640;#N/A;1;#N/A;#N/A
6879;2022-10-14T14:00;27,1;78;23;31,7;#N/A;1007,5;983,8;100;100;30;5;0,79;9,1;11,7;198;198;25,9;28,7;25,7;24,8;25;0,297;0,311;0,317;0,307;621;405;216;474;621;1174,8;1;3600;0
6880;2022-10-14T15:00;25,9;82;22,7;29,7;#N/A;1007,2;983,4;100;100;28;100;0,59;#N/A;13,6;192;192;23;27,9;25,9;24,8;25;0,299;0,31;#N/A;0,307;309;123;186;177,2;309;954,5;1;#N/A;0
6881;2022-10-14T16:00;#N/A;85;22,6;28,9;0,8;1007;983,1;100;100;35;100;0,5;#N/A;17,2;191;191;22,7;26,7;26;24,8;25;0,303;0,309;0,317;0,307;184;65;119;133,2;184;671;1;2196,23;0
6882;2022-10-14T17:00;#N/A;86;22,4;28,6;#N/A;1007,4;983,5;#N/A;100;18;100;0,43;9,4;15,3;198;195;21,6;25,7;25,9;24,8;25;0,303;0,309;#N/A;0,307;45;0;45;0;45;343,5;1;0;0
6883;2022-10-14T18:00;24,2;88;22;28,3;0,1;1008,4;984,4;100;100;15;100;0,38;6;12,9;197;193;16,9;24,9;25,8;24,8;25;0,301;0,308;0,316;0,307;4;0;4;0;4;75,4;0;0;0
6884;2022-10-14T19:00;24,1;88;21,9;28,1;0,1;1009,1;985,1;100;#N/A;28;100;0,37;5,9;15,1;191;181;#N/A;25,5;25,6;24,8;25;0,311;0,312;0,317;0,307;0;0;0;0;0;0;0;0;0
6885;2022-10-14T20:00;#N/A;92;22,2;27,9;0,1;1009,6;985,5;100;100;28;100;0,24;#N/A;10,8;#N/A;184;10,8;24,7;25,5;24,8;25;0,308;0,311;#N/A;0,308;0;0;0;0;0;0;0;0;#N/A
6886;2022-10-14T21:00;24,4;84;21,5;28,6;0,1;1010,1;986,1;100;#N/A;22;99;0,5;3,3;7,2;221;177;6,8;24,5;25,4;24,8;25;0,307;0,311;0,317;0,308;0;0;0;0;0;0;0;0;0
6887;2022-10-14T22:00;24;92;22,6;29,1;0,1;1010,7;986,6;100;100;40;99;0,25;#N/A;4;304;185;4,3;24,4;25,3;24,8;25;0,306;0,311;#N/A;0,308;0;0;0;0;0;0;0;0;0
6888;2022-10-14T23:00;24;91;22,4;28,9;0,2;1010,4;986,4;#N/A;100;56;90;0,27;#N/A;3,8;297;221;2,9;24,3;25,2;24,8;25;0,306;0,31;0,317;0,308;0;0;0;0;0;0;0;0;0
6889;2022-10-15T00:00;23,7;#N/A;21,7;28;0,2;1010;985,9;100;100;52;33;0,34;3,4;8,2;252;232;#N/A;24,1;25,1;24,8;25;0,306;0,31;0,317;0,308;0;0;0;0;0;0;0;0;0
6890;2022-10-15T01:00;23,4;92;22;27,6;0,5;1009,7;985,6;100;100;35;50;0,23;4,6;11;231;218;9;23,8;25;24,8;25;0,31;0,31;0,317;0,308;0;0;0;0;0;0;0;0;0
6891;2022-10-15T02:00;#N/A;93;22;27,2;0,9;1009,7;985,6;100;100;35;45;0,19;5,6;12,4;207;202;9;23,6;24,9;24,8;25;0,318;0,31;0,317;0,308;0;0;0;0;0;0;0;0;0
6892;2022-10-15T03:00;23;#N/A;22;27,1;0,4;1009,6;985,5;100;98;56;75;0,17;5,7;12,9;198;193;#N/A;23,5;24,8;24,8;25;0,318;0,31;0,316;0,308;0;0;0;0;0;0;0;#N/A;0
6893;2022-10-15T04:00;22,5;95;21,7;26,7;1,3;1009,8;985,6;100;100;#N/A;75;0,13;4;11,5;185;184;11,2;23,2;24,6;24,8;25;0,329;0,312;0,316;0,308;0;0;0;0;0;0;0;0;0
6894;2022-10-15T05:00;23,2;89;21,2;27,3;0,4;1010,2;986,1;100;100;31;100;0,32;2,9;6,9;90;174;6,1;23;24,5;24,8;25;0,326;0,313;0,316;0,308;0;0;0;0;0;0;0;0;0
6895;2022-10-15T06:00;#N/A;89;21,3;27,3;0,3;1010,6;986,5;#N/A;100;64;98;0,32;3,1;7,2;201;186;5;23,1;24,4;24,8;25;0,323;0,314;0,316;0,308;19;4;15;32,8;19;107,9;1;#N/A;0
6896;2022-10-15T07:00;#N/A;85;21,8;28,8;#N/A;1011,5;987,5;64;29;13;100;0,47;3,5;5,8;156;158;9,4;24,5;24,4;24,8;25;0,312;0,311;0,316;0,308;137;63;74;213,2;137;406,4;1;#N/A;0
6897;2022-10-15T08:00;#N/A;81;21,7;29,1;0,5;1012;988;68;28;22;100;0,62;6,8;8,7;#N/A;#N/A;#N/A;25,2;24,4;24,8;25;0,312;0,311;0,316;0,308;318;132;186;249,6;318;727,4;1;#N/A;#N/A
6898;2022-10-15T09:00;26,1;76;21,5;29,5;0,4;1012;988,1;97;62;#N/A;100;0,81;8,6;10,5;158;#N/A;19,8;25,9;24,5;24,8;25;0,311;0,31;#N/A;0,308;455;216;239;296,9;455;1000,7;1;3600;#N/A
6899;2022-10-15T10:00;#N/A;75;21,6;30;0,2;1011,6;987,7;100;#N/A;4;100;0,85;7,3;9,3;169;167;20,2;26,4;24,7;24,8;25;0,308;0,31;0,316;0,308;466;136;330;154,9;466;1207,6;1;2847,84;0
6900;2022-10-15T11:00;#N/A;70;21,6;31,9;0,1;1010,7;986,9;86;53;14;100;1,1;8,4;10,7;170;168;#N/A;27,5;24,9;24,8;25;0,305;0,309;#N/A;0,308;682;363;319;374,3;682;1334,1;1;3600;0
6901;2022-10-15T12:00;#N/A;68;21,6;32,8;0,2;1009,8;986,1;86;36;39;100;1,21;9,5;11,8;169;168;23,4;28,4;25,2;24,8;25;0,301;0,307;0,315;0,308;807;477;330;478,5;807;1371,4;1;3600;0
6902;2022-10-15T13:00;27,3;71;21,6;30,8;0,4;1009,1;#N/A;74;#N/A;17;100;1,04;10,8;13,7;176;175;#N/A;28,4;25,5;24,8;25;0,3;0,306;0,315;0,308;609;343;266;358,3;609;1317,1;1;3600;0
6903;2022-10-15T14:00;#N/A;73;21,7;30,1;0,3;1008,5;984,7;100;100;60;100;0,95;10,8;14;182;#N/A;#N/A;28,1;25,7;24,8;25;0,299;0,305;0,315;0,308;447;190;257;222,5;447;1174,9;1;3600;0
6904;2022-10-15T15:00;#N/A;77;21,7;29,6;0,3;1008,5;984,7;#N/A;100;62;100;0,8;9,5;12,7;171;173;#N/A;27,4;25,8;24,8;25;0,298;0,305;0,315;0,308;272;43;229;62;272;#N/A;1;59,63;0
6905;2022-10-15T16:00;#N/A;79;21,7;29,3;0,1;1008,6;984,7;100;100;55;100;0,69;7,6;12,2;185;#N/A;#N/A;26,6;25,9;24,9;25;0,297;0,304;0,315;0,308;96;0;96;0;96;670,8;1;0;0
6906;2022-10-15T17:00;25,2;79;21,3;28,7;0;1009,1;985,2;100;100;#N/A;100;0,66;7,2;14,5;174;174;14,8;25,9;25,9;24,9;25;0,295;0,303;0,315;0,308;41;0;41;0;41;#N/A;1;0;0
